,u_age,u_gender,u_experience,u_loan_amount,u_loan_duration,u_income,u_saving,u_credit
5896,3.2654269,1.0,-0.13911973,-2.2259157,-5.0083103,-2.2259157,-13.911973,0.28894174
5897,5.5021367,0.0,0.018556695,0.29690713,0.66804105,0.29690713,1.8556695,0.529585
5898,2.6469362,1.0,-0.14214309,-2.2742894,-5.1171513,-2.2742894,-14.214309,0.28482318
5899,1.5658647,1.0,-0.079933934,-1.278943,-2.8776217,-1.278943,-7.9933934,0.37458432
5900,3.550967,0.0,0.17107819,2.737251,6.158815,2.737251,17.107819,0.7531111
5901,1.7809435,1.0,-0.21547511,-3.4476018,-7.757104,-3.4476018,-21.547512,0.1943711
5902,3.6860821,1.0,-0.109366246,-1.7498599,-3.9371848,-1.7498599,-10.936625,0.33088708
5903,3.298877,1.0,-0.043310747,-0.69297194,-1.5591869,-0.69297194,-4.3310747,0.4312302
5904,2.2534966,0.0,0.032433506,0.5189361,1.1676062,0.5189361,3.2433505,0.55161154
5905,2.3851833,1.0,-0.19844115,-3.1750584,-7.1438813,-3.1750584,-19.844114,0.2136662
5906,1.9273155,1.0,-0.49847734,-7.9756374,-17.945185,-7.9756374,-49.847733,0.023080945
5907,3.2444046,0.0,0.29692256,4.750761,10.689213,4.750761,29.692257,0.8825222
5908,2.1889732,1.0,-0.05974932,-0.9559891,-2.1509755,-0.9559891,-5.974932,0.40555382
5909,2.802483,1.0,-0.0485206,-0.7763296,-1.7467415,-0.7763296,-4.85206,0.42305565
5910,3.5292854,1.0,-0.5468306,-8.7492895,-19.685902,-8.7492895,-54.68306,0.014359474
5911,2.9122143,0.0,0.014486974,0.23179159,0.52153105,0.23179159,1.4486974,0.5231049
5912,1.273568,1.0,-0.043059457,-0.6889513,-1.5501405,-0.6889513,-4.305946,0.43162525
5913,2.65382,1.0,-0.37699825,-6.031972,-13.571937,-6.031972,-37.699825,0.065778136
5914,2.5858836,0.0,0.45488822,7.2782116,16.375977,7.2782116,45.488823,0.9655864
5915,2.5433059,0.0,0.10552622,1.6884195,3.7989438,1.6884195,10.552622,0.6635257
5916,2.9445055,0.0,0.18734232,2.997477,6.7443233,2.997477,18.734232,0.77318263
5917,3.0086033,0.0,0.18180078,2.9088125,6.5448284,2.9088125,18.180079,0.7664492
5918,2.6542296,0.0,0.55479705,8.876753,19.972694,8.876753,55.479706,0.986763
5919,3.1484933,1.0,-0.16648151,-2.6637042,-5.9933343,-2.6637042,-16.648151,0.25272918
5920,4.013659,1.0,-0.21441855,-3.4306967,-7.7190676,-3.4306967,-21.441854,0.19553614
5921,3.0033517,1.0,-0.37207654,-5.9532247,-13.394755,-5.9532247,-37.207653,0.06833506
5922,3.4674187,1.0,-0.0037854933,-0.060567893,-0.13627777,-0.060567893,-0.37854934,0.49395943
5923,3.7063403,0.0,0.4228322,6.765315,15.221959,6.765315,42.28322,0.954613
5924,1.8368013,1.0,-0.04871778,-0.77948445,-1.75384,-0.77948445,-4.871778,0.4227469
5925,2.1698048,0.0,0.56064755,8.970361,20.183311,8.970361,56.064754,0.98753834
5926,3.6594589,0.0,0.2273706,3.6379297,8.185342,3.6379297,22.73706,0.81845224
5927,3.5298645,0.0,0.3105342,4.9685473,11.179232,4.9685473,31.053421,0.8929069
5928,2.9583282,1.0,-0.13051294,-2.088207,-4.698466,-2.088207,-13.051293,0.30081713
5929,2.3076553,0.0,0.027084537,0.4333526,0.9750433,0.4333526,2.7084537,0.54313624
5930,2.6754117,0.0,0.19019069,3.043051,6.8468647,3.043051,19.01907,0.7766006
5931,1.7835189,1.0,-0.08062461,-1.2899938,-2.9024858,-1.2899938,-8.062461,0.37353754
5932,1.8255645,1.0,-0.2555636,-4.0890174,-9.200289,-4.0890174,-25.556358,0.1533302
5933,3.3584313,0.0,0.20077097,3.2123356,7.227755,3.2123356,20.077097,0.78903687
5934,3.7410743,0.0,0.11301411,1.8082258,4.068508,1.8082258,11.301411,0.6743858
5935,3.0729253,1.0,-0.04301154,-0.6881846,-1.5484154,-0.6881846,-4.3011537,0.4317006
5936,4.221771,1.0,-0.17774375,-2.8439,-6.398775,-2.8439,-17.774374,0.23854983
5937,3.6157968,1.0,-0.36505863,-5.840938,-13.142111,-5.840938,-36.505863,0.0721128
5938,2.7794363,0.0,0.14795053,2.3672085,5.326219,2.3672085,14.7950535,0.7230084
5939,4.476026,1.0,-0.033665515,-0.53864825,-1.2119585,-0.53864825,-3.3665516,0.4464395
5940,3.3818734,0.0,0.103477195,1.6556351,3.725179,1.6556351,10.347719,0.6605295
5941,3.1922266,0.0,0.021277284,0.34043655,0.7659822,0.34043655,2.1277285,0.53391266
5942,2.629352,0.0,0.01992565,0.3188104,0.7173234,0.3188104,1.992565,0.5317631
5943,3.2812898,0.0,0.44220084,7.0752134,15.91923,7.0752134,44.220085,0.96153665
5944,2.466584,1.0,-0.33742377,-5.3987803,-12.147256,-5.3987803,-33.74238,0.088556886
5945,2.4023285,0.0,0.31311262,5.009802,11.272055,5.009802,31.311262,0.8947971
5946,2.442812,0.0,0.32126614,5.1402583,11.565581,5.1402583,32.126614,0.9006151
5947,5.944069,0.0,0.19831102,3.1729763,7.1391964,3.1729763,19.831102,0.78618217
5948,3.4650214,1.0,-0.62254655,-9.960745,-22.411676,-9.960745,-62.254654,0.0063837767
5949,2.5726964,0.0,0.1985878,3.1774049,7.149161,3.1774049,19.85878,0.7865045
5950,2.7272632,0.0,0.41640466,6.6624746,14.990568,6.6624746,41.640465,0.9521053
5951,3.234104,0.0,0.31410185,5.0256295,11.307667,5.0256295,31.410185,0.8955158
5952,1.8272321,1.0,-0.039924588,-0.6387934,-1.4372852,-0.6387934,-3.9924588,0.43655932
5953,2.403689,0.0,0.22882019,3.661123,8.237527,3.661123,22.882019,0.8199779
5954,2.8811877,1.0,-0.34753612,-5.560578,-12.5113,-5.560578,-34.753613,0.08224249
5955,1.8417399,1.0,-0.34614214,-5.5382743,-12.461117,-5.5382743,-34.614216,0.08309221
5956,3.150644,0.0,0.0713119,1.1409904,2.5672283,1.1409904,7.13119,0.61227274
5957,3.514228,1.0,-0.500399,-8.006384,-18.014364,-8.006384,-50.039898,0.02266407
5958,2.5532753,0.0,0.4223241,6.7571855,15.203668,6.7571855,42.23241,0.95441866
5959,3.4074452,0.0,0.22085589,3.5336943,7.9508123,3.5336943,22.085588,0.81149626
5960,3.4796925,0.0,0.45726815,7.3162904,16.461653,7.3162904,45.726814,0.9663056
5961,2.289244,0.0,0.163821,2.621136,5.897556,2.621136,16.3821,0.7438575
5962,2.2089763,0.0,0.10621528,1.6994445,3.8237503,1.6994445,10.621529,0.664531
5963,2.1734443,0.0,0.49559033,7.9294453,17.841251,7.9294453,49.559032,0.97628057
5964,3.206816,0.0,0.26877433,4.3003893,9.675876,4.3003893,26.877434,0.8588344
5965,2.7601051,0.0,0.35156584,5.6250534,12.65637,5.6250534,35.156586,0.920177
5966,5.4736743,0.0,0.13439658,2.1503453,4.838277,2.1503453,13.439658,0.7045686
5967,1.5254822,0.0,0.30774918,4.923987,11.078971,4.923987,30.774918,0.8908379
5968,2.2372372,1.0,-0.38917202,-6.2267523,-14.010193,-6.2267523,-38.917202,0.059772253
5969,2.778772,1.0,-0.024827372,-0.39723796,-0.8937854,-0.39723796,-2.4827373,0.46044624
5970,4.5551424,1.0,-0.24636185,-3.9417896,-8.869026,-3.9417896,-24.636185,0.16220212
5971,3.4981067,0.0,0.04980671,0.79690737,1.7930416,0.79690737,4.980671,0.5789573
5972,3.0283182,0.0,0.15789422,2.5263076,5.684192,2.5263076,15.789422,0.73616827
5973,1.8497429,0.0,0.13454887,2.152782,4.8437595,2.152782,13.454887,0.7047789
5974,2.3125875,0.0,0.25295568,4.047291,9.106404,4.047291,25.295567,0.8441886
5975,3.2642066,0.0,0.12350079,1.9760126,4.446028,1.9760126,12.350079,0.689348
5976,5.0209546,1.0,-0.28546357,-4.567417,-10.276689,-4.567417,-28.546356,0.12675726
5977,2.628535,0.0,0.1507981,2.4127696,5.4287314,2.4127696,15.07981,0.7268096
5978,2.2024763,0.0,0.066315494,1.0610479,2.3873577,1.0610479,6.6315494,0.60459614
5979,1.8498684,0.0,0.38799736,6.2079577,13.967905,6.2079577,38.799736,0.9396676
5980,4.231086,1.0,-0.14881082,-2.380973,-5.3571897,-2.380973,-14.881082,0.2758404
5981,3.853897,1.0,-0.15685558,-2.5096893,-5.646801,-2.5096893,-15.685558,0.2651912
5982,4.37135,0.0,0.1481185,2.369896,5.332266,2.369896,14.81185,0.72323334
5983,2.7590425,0.0,0.10872166,1.7395465,3.9139798,1.7395465,10.872166,0.6681776
5984,2.7383254,0.0,0.024059383,0.38495013,0.8661378,0.38495013,2.4059384,0.538334
5985,2.6942155,0.0,0.008143077,0.13028923,0.29315075,0.13028923,0.8143077,0.51299214
5986,1.7578069,1.0,-0.0070507447,-0.112811916,-0.2538268,-0.112811916,-0.7050745,0.4887501
5987,2.6029963,1.0,-0.29440108,-4.7104173,-10.598439,-4.7104173,-29.440107,0.11947715
5988,1.7591819,1.0,-0.18140732,-2.902517,-6.5306635,-2.902517,-18.140732,0.23403299
5989,2.037274,1.0,-0.07203972,-1.1526356,-2.59343,-1.1526356,-7.2039723,0.38661253
5990,3.2012174,0.0,0.26091757,4.174681,9.393033,4.174681,26.091757,0.851681
5991,4.1944747,1.0,-0.39839843,-6.374375,-14.342343,-6.374375,-39.839844,0.0555135
5992,3.0643044,1.0,-0.11813117,-1.8900987,-4.2527223,-1.8900987,-11.813117,0.31827617
5993,5.4426255,1.0,-0.08082482,-1.2931972,-2.9096937,-1.2931972,-8.082482,0.37323427
5994,2.2334812,1.0,-0.34247264,-5.4795623,-12.329015,-5.4795623,-34.247265,0.08536053
5995,2.3745131,0.0,0.44595695,7.135311,16.054451,7.135311,44.595695,0.96277416
5996,4.1761055,0.0,0.31387943,5.022071,11.29966,5.022071,31.387943,0.8953545
5997,3.8474944,1.0,-0.06435609,-1.0296974,-2.3168192,-1.0296974,-6.435609,0.39842558
5998,4.8817677,1.0,-0.4001687,-6.402699,-14.406073,-6.402699,-40.01687,0.054724455
5999,2.8489094,1.0,-0.1042451,-1.6679215,-3.7528234,-1.6679215,-10.42451,0.33834636
6000,1.644949,1.0,-0.46899453,-7.5039124,-16.883802,-7.5039124,-46.899452,0.030329108
6001,1.7051576,0.0,0.036537547,0.58460075,1.3153517,0.58460075,3.6537547,0.55809855
6002,2.8079755,0.0,0.22429946,3.5887914,8.07478,3.5887914,22.429947,0.8151933
6003,1.1448456,1.0,-0.0014648475,-0.02343756,-0.05273451,-0.02343756,-0.14648475,0.49766243
6004,3.5906599,1.0,-0.066211544,-1.0593847,-2.3836155,-1.0593847,-6.6211543,0.39556396
6005,2.3013227,0.0,0.1474622,2.3593953,5.3086395,2.3593953,14.746221,0.72235394
6006,2.4676797,1.0,-0.011645138,-0.18632221,-0.41922498,-0.18632221,-1.1645138,0.48142374
6007,3.7569118,1.0,-0.43947813,-7.03165,-15.821213,-7.03165,-43.94781,0.039381146
6008,3.665575,0.0,0.24875809,3.9801295,8.955292,3.9801295,24.875809,0.84013975
6009,1.8182734,1.0,-0.1530788,-2.4492607,-5.5108366,-2.4492607,-15.307879,0.2701646
6010,3.2288113,0.0,0.06764471,1.0823153,2.4352095,1.0823153,6.7644706,0.6066425
6011,2.833076,0.0,0.568005,9.08808,20.448181,9.08808,56.800503,0.9884573
6012,1.6558529,1.0,-0.09587034,-1.5339254,-3.451332,-1.5339254,-9.587034,0.35068142
6013,1.7536737,1.0,-0.048268657,-0.7722985,-1.7376716,-0.7722985,-4.8268657,0.42345023
6014,3.733539,0.0,0.018539391,0.29663026,0.6674181,0.29663026,1.8539392,0.52955747
6015,3.839974,0.0,0.19635725,3.141716,7.068861,3.141716,19.635725,0.78389895
6016,3.155151,1.0,-0.22579084,-3.6126535,-8.12847,-3.6126535,-22.579084,0.18321955
6017,3.9295647,1.0,-0.13784699,-2.2055519,-4.9624915,-2.2055519,-13.784699,0.29068387
6018,3.3813531,0.0,0.22860168,3.6576269,8.22966,3.6576269,22.860168,0.8197484
6019,2.426407,1.0,-0.20334564,-3.2535303,-7.320443,-3.2535303,-20.334564,0.20799935
6020,2.5029514,1.0,-0.0480351,-0.7685616,-1.7292635,-0.7685616,-4.80351,0.42381608
6021,2.82213,0.0,0.021507537,0.3441206,0.7742713,0.3441206,2.1507537,0.53427875
6022,4.4814863,1.0,-0.11497136,-1.8395418,-4.138969,-1.8395418,-11.497136,0.3227992
6023,2.7696955,1.0,-0.35030138,-5.604822,-12.610849,-5.604822,-35.03014,0.0805763
6024,3.0625584,1.0,-0.1454861,-2.3277776,-5.2374997,-2.3277776,-14.54861,0.28030205
6025,1.1138604,1.0,-0.063574545,-1.0171927,-2.2886837,-1.0171927,-6.3574543,0.39963257
6026,1.9634513,0.0,0.34213775,5.474204,12.316959,5.474204,34.213776,0.91443014
6027,2.100356,0.0,0.043201588,0.6912254,1.5552572,0.6912254,4.320159,0.56859815
6028,1.380874,0.0,0.1043167,1.6690671,3.7554011,1.6690671,10.431669,0.6617583
6029,1.3660228,1.0,-0.019817326,-0.31707722,-0.7134237,-0.31707722,-1.9817326,0.46840918
6030,4.2795434,1.0,-0.13097948,-2.0956717,-4.7152615,-2.0956717,-13.097948,0.3001678
6031,2.3148096,1.0,-0.10506559,-1.6810495,-3.7823613,-1.6810495,-10.506559,0.33714688
6032,4.4007034,0.0,0.17071488,2.7314382,6.1457357,2.7314382,17.07149,0.75265217
6033,2.22272,0.0,0.025385862,0.4061738,0.913891,0.4061738,2.5385861,0.54044044
6034,3.5170205,0.0,0.43630627,6.9809003,15.707026,6.9809003,43.630627,0.95952713
6035,4.121791,1.0,-0.44389355,-7.102297,-15.980167,-7.102297,-44.389355,0.03790152
6036,3.251974,1.0,-0.19045764,-3.0473223,-6.856475,-3.0473223,-19.045765,0.22308052
6037,1.4522508,0.0,0.057086624,0.913386,2.0551186,0.913386,5.7086625,0.5903115
6038,1.5220119,0.0,0.10466666,1.6746665,3.7679996,1.6746665,10.466666,0.66227007
6039,1.8014222,0.0,0.42978072,6.8764915,15.472106,6.8764915,42.978073,0.957204
6040,1.4964873,1.0,-0.21420474,-3.427276,-7.711371,-3.427276,-21.420475,0.19577241
6041,3.0194583,1.0,-0.2863399,-4.5814385,-10.308237,-4.5814385,-28.633991,0.12603009
6042,3.0123227,0.0,0.3067803,4.908485,11.044091,4.908485,30.67803,0.89011145
6043,1.9434303,0.0,0.0938697,1.5019152,3.3793092,1.5019152,9.3869705,0.64634776
6044,4.6301727,1.0,-0.54958767,-8.793403,-19.785156,-8.793403,-54.958767,0.01396203
6045,2.9680958,1.0,-0.46296778,-7.4074845,-16.66684,-7.4074845,-46.29678,0.03202212
6046,1.6837243,0.0,0.17043017,2.7268827,6.135486,2.7268827,17.043016,0.75229216
6047,2.0668154,0.0,0.089447774,1.4311644,3.22012,1.4311644,8.9447775,0.6397501
6048,2.8861313,0.0,0.20037037,3.205926,7.213333,3.205926,20.037037,0.7885735
6049,2.0941827,1.0,-0.3128927,-5.0062833,-11.264137,-5.0062833,-31.28927,0.10536313
6050,6.142201,0.0,0.14105214,2.2568343,5.077877,2.2568343,14.105214,0.71369386
6051,1.7679498,1.0,-0.1262657,-2.0202513,-4.5455656,-2.0202513,-12.626571,0.30675733
6052,4.158795,0.0,0.79996777,12.799484,28.79884,12.799484,79.99678,0.9993125
6053,3.1674073,0.0,0.36317942,5.8108706,13.074459,5.8108706,36.31794,0.9268489
6054,1.660662,1.0,-0.4915935,-7.865496,-17.697367,-7.865496,-49.15935,0.024627686
6055,1.1369499,1.0,-0.06827952,-1.0924723,-2.4580626,-1.0924723,-6.827952,0.3923812
6056,1.9455583,0.0,0.15227497,2.4363995,5.481899,2.4363995,15.227497,0.72877085
6057,1.9175473,0.0,0.5199622,8.319395,18.71864,8.319395,51.99622,0.98123026
6058,2.5234988,1.0,-0.16353624,-2.6165798,-5.8873043,-2.6165798,-16.353624,0.25650918
6059,1.0417553,1.0,-0.06748854,-1.0798167,-2.4295876,-1.0798167,-6.748854,0.39359772
6060,3.029986,0.0,0.117549084,1.8807853,4.231767,1.8807853,11.754909,0.6808926
6061,2.6801677,0.0,0.08993718,1.4389949,3.2377386,1.4389949,8.993718,0.6404824
6062,3.2984722,0.0,0.18986131,3.037781,6.835007,3.037781,18.986132,0.77620685
6063,2.2767246,1.0,-0.120993726,-1.9358996,-4.355774,-1.9358996,-12.099373,0.31420183
6064,4.431189,0.0,0.09863162,1.5781059,3.5507383,1.5781059,9.863162,0.65340376
6065,3.6443508,1.0,-0.26471275,-4.235404,-9.529659,-4.235404,-26.471275,0.1448338
6066,3.5413072,1.0,-0.06693175,-1.070908,-2.4095428,-1.070908,-6.693175,0.39445472
6067,2.341029,1.0,-0.04493859,-0.71901745,-1.6177893,-0.71901745,-4.493859,0.42867267
6068,3.4537637,1.0,-0.4196426,-6.7142816,-15.107134,-6.7142816,-41.96426,0.046617866
6069,2.970344,0.0,0.06091586,0.9746538,2.192971,0.9746538,6.091586,0.5962542
6070,3.8901386,0.0,0.14711581,2.353853,5.2961693,2.353853,14.711581,0.72188926
6071,3.569228,0.0,0.22578718,3.6125948,8.128339,3.6125948,22.578718,0.8167765
6072,3.0354552,0.0,0.11590812,1.85453,4.1726923,1.85453,11.590813,0.6785444
6073,1.7678555,1.0,-0.057207506,-0.9153201,-2.0594702,-0.9153201,-5.720751,0.40950048
6074,1.6364012,0.0,0.006671819,0.1067491,0.24018548,0.1067491,0.6671819,0.5106454
6075,4.9394774,0.0,0.030766683,0.49226692,1.1076006,0.49226692,3.0766683,0.54897285
6076,2.0173974,1.0,-0.21607456,-3.457193,-7.778684,-3.457193,-21.607456,0.193712
6077,2.389877,0.0,0.52509284,8.401485,18.903343,8.401485,52.509285,0.98215187
6078,3.663426,0.0,0.22383718,3.581395,8.058139,3.581395,22.383718,0.81469965
6079,3.1774042,0.0,0.2708199,4.3331184,9.7495165,4.3331184,27.08199,0.8606578
6080,1.6509956,0.0,0.028692264,0.45907623,1.0329216,0.45907623,2.8692265,0.5456859
6081,2.6602094,1.0,-0.09904483,-1.5847173,-3.5656137,-1.5847173,-9.904483,0.34598637
6082,2.8171928,0.0,0.018752214,0.30003542,0.6750797,0.30003542,1.8752214,0.52989614
6083,2.832971,0.0,0.09414583,1.5063332,3.3892498,1.5063332,9.414582,0.6467583
6084,3.5201359,1.0,-0.09580193,-1.5328308,-3.4488695,-1.5328308,-9.580193,0.35078287
6085,3.1974905,1.0,-0.12533349,-2.0053358,-4.512006,-2.0053358,-12.533349,0.30806804
6086,4.1502275,0.0,0.30384424,4.861508,10.938393,4.861508,30.384424,0.8878888
6087,2.9118068,1.0,-0.06470487,-1.035278,-2.3293755,-1.035278,-6.470487,0.39788723
6088,2.3404903,0.0,0.13163699,2.1061919,4.7389317,2.1061919,13.163699,0.7007462
6089,3.4868112,0.0,0.08604968,1.3767949,3.0977886,1.3767949,8.604968,0.63465154
6090,2.998397,1.0,-0.29686257,-4.749801,-10.687053,-4.749801,-29.686256,0.11752498
6091,2.3845515,1.0,-0.010856892,-0.17371027,-0.3908481,-0.17371027,-1.0856892,0.48268032
6092,2.8236907,1.0,-0.04809202,-0.7694723,-1.7313126,-0.7694723,-4.8092017,0.42372692
6093,2.2784352,0.0,0.054875635,0.87801015,1.9755229,0.87801015,5.4875636,0.5868707
6094,4.133523,1.0,-0.3717619,-5.94819,-13.383428,-5.94819,-37.17619,0.068501115
6095,1.5867254,0.0,0.1996831,3.1949296,7.1885915,3.1949296,19.96831,0.7877772
6096,2.6197038,1.0,-0.12007582,-1.9212132,-4.3227296,-1.9212132,-12.007582,0.31550586
6097,4.059972,1.0,-0.39391518,-6.302643,-14.180946,-6.302643,-39.391518,0.05755198
6098,1.8514174,0.0,0.14700444,2.352071,5.29216,2.352071,14.700444,0.72173977
6099,4.368471,0.0,0.10237129,1.6379406,3.6853664,1.6379406,10.237129,0.6589081
6100,2.832573,1.0,-0.22409311,-3.5854897,-8.067352,-3.5854897,-22.409311,0.18502688
6101,2.478739,1.0,-0.26946738,-4.311478,-9.700826,-4.311478,-26.94674,0.14054596
6102,2.6237202,0.0,0.042222306,0.6755569,1.5200031,0.6755569,4.2222304,0.5670581
6103,2.1269515,1.0,-0.02568898,-0.41102368,-0.92480326,-0.41102368,-2.568898,0.4590783
6104,2.3842773,0.0,0.025270753,0.40433204,0.9097471,0.40433204,2.5270753,0.5402577
6105,3.677708,0.0,0.028244965,0.45191944,1.0168188,0.45191944,2.8244965,0.5449767
6106,2.6061642,1.0,-0.20807424,-3.3291879,-7.4906726,-3.3291879,-20.807425,0.20262063
6107,3.009444,1.0,-0.19708954,-3.1534326,-7.0952234,-3.1534326,-19.708954,0.21524358
6108,2.5296896,0.0,0.15568122,2.4908996,5.604524,2.4908996,15.568122,0.7332673
6109,4.1440105,0.0,0.20508406,3.281345,7.383026,3.281345,20.508406,0.79398775
6110,2.766622,0.0,0.089019515,1.4243122,3.2047026,1.4243122,8.901952,0.6391089
6111,3.9460921,1.0,-0.096722536,-1.5475606,-3.4820113,-1.5475606,-9.672254,0.34941876
6112,1.6668546,1.0,-0.002542852,-0.04068563,-0.09154267,-0.04068563,-0.2542852,0.49594223
6113,3.1095035,1.0,-0.46743542,-7.4789667,-16.827675,-7.4789667,-46.74354,0.030759811
6114,4.0131507,0.0,0.123318024,1.9730884,4.439449,1.9730884,12.331802,0.6890898
6115,1.3714082,0.0,0.11571842,1.8514947,4.165863,1.8514947,11.571841,0.6782725
6116,1.3874143,0.0,0.4375344,7.0005503,15.751238,7.0005503,43.75344,0.9599527
6117,3.9551842,1.0,-0.05359162,-0.8574659,-1.9292983,-0.8574659,-5.359162,0.41513062
6118,3.3279738,1.0,-0.37506357,-6.001017,-13.502289,-6.001017,-37.506355,0.06677425
6119,4.192016,1.0,-0.23944843,-3.8311749,-8.620144,-3.8311749,-23.944843,0.16908336
6120,4.683033,1.0,-0.10392941,-1.6628705,-3.7414587,-1.6628705,-10.3929405,0.3388083
6121,2.35467,0.0,0.102873944,1.6459831,3.703462,1.6459831,10.287395,0.65964544
6122,1.7841921,1.0,-0.14150369,-2.264059,-5.094133,-2.264059,-14.15037,0.28569186
6123,3.267655,0.0,0.5668555,9.069688,20.406797,9.069688,56.68555,0.9883177
6124,2.3555336,1.0,-0.18106477,-2.8970363,-6.5183315,-2.8970363,-18.106478,0.23445332
6125,2.9886272,1.0,-0.39975905,-6.396145,-14.391326,-6.396145,-39.975906,0.05490625
6126,2.7598317,0.0,0.020099293,0.3215887,0.7235746,0.3215887,2.0099294,0.5320393
6127,3.6643193,1.0,-0.121571034,-1.9451365,-4.3765574,-1.9451365,-12.157104,0.31338286
6128,1.572723,1.0,-0.13066544,-2.090647,-4.7039557,-2.090647,-13.066544,0.30060482
6129,2.7621844,1.0,-0.3319107,-5.310571,-11.948785,-5.310571,-33.19107,0.092148066
6130,3.174391,1.0,-0.20343809,-3.2550094,-7.323771,-3.2550094,-20.34381,0.20789337
6131,1.9545437,0.0,0.2638975,4.22236,9.50031,4.22236,26.389751,0.8544222
6132,2.487079,1.0,-0.41192132,-6.590741,-14.829167,-6.590741,-41.19213,0.049708605
6133,3.721543,1.0,-0.40921798,-6.5474877,-14.731848,-6.5474877,-40.9218,0.050828576
6134,4.3086514,0.0,0.1498167,2.3970673,5.3934016,2.3970673,14.98167,0.7255025
6135,3.3276937,0.0,0.57481664,9.197066,20.6934,9.197066,57.481663,0.9892551
6136,3.9194424,0.0,0.117717154,1.8834745,4.237818,1.8834745,11.771715,0.6811327
6137,1.7597827,0.0,0.025334354,0.40534967,0.9120368,0.40534967,2.5334353,0.54035866
6138,2.1001198,0.0,0.14908448,2.3853517,5.367041,2.3853517,14.908448,0.7245252
6139,3.0964584,0.0,0.10064606,1.610337,3.6232584,1.610337,10.064607,0.6563729
6140,3.9907632,0.0,0.49682155,7.949145,17.885576,7.949145,49.682156,0.97655463
6141,2.5052226,0.0,0.23109066,3.6974506,8.319263,3.6974506,23.109066,0.8223512
6142,2.4537148,0.0,0.24003091,3.8404946,8.641113,3.8404946,24.003092,0.8315035
6143,2.420523,1.0,-0.010313535,-0.16501656,-0.37128726,-0.16501656,-1.0313535,0.4835466
6144,2.6782982,1.0,-0.32311976,-5.169916,-11.632311,-5.169916,-32.311977,0.098095655
6145,3.5931723,1.0,-0.3590959,-5.7455344,-12.927452,-5.7455344,-35.90959,0.075446606
6146,3.3250887,1.0,-0.3259958,-5.215933,-11.735849,-5.215933,-32.59958,0.09611964
6147,2.8625085,0.0,0.41133153,6.5813046,14.807936,6.5813046,41.133152,0.9500487
6148,1.6205347,1.0,-0.34960592,-5.5936947,-12.5858135,-5.5936947,-34.96059,0.08099294
6149,4.0757113,1.0,-0.020010522,-0.32016835,-0.72037876,-0.32016835,-2.0010521,0.46810186
6150,2.2203827,1.0,-0.12814552,-2.0503283,-4.6132383,-2.0503283,-12.814551,0.30412185
6151,3.1406362,1.0,-0.025990596,-0.41584954,-0.93566144,-0.41584954,-2.5990596,0.45859957
6152,3.2573857,0.0,0.003738388,0.059814207,0.13458197,0.059814207,0.37383878,0.50596535
6153,5.197312,1.0,-0.009090991,-0.14545585,-0.32727566,-0.14545585,-0.9090991,0.48549604
6154,3.2466652,1.0,-0.046291776,-0.7406684,-1.6665039,-0.7406684,-4.6291776,0.42654896
6155,2.480112,0.0,0.17337444,2.773991,6.24148,2.773991,17.337444,0.75600135
6156,2.228253,1.0,-0.060286615,-0.96458584,-2.1703181,-0.96458584,-6.0286617,0.40472078
6157,2.5342631,1.0,-0.13757452,-2.2011924,-4.952683,-2.2011924,-13.757452,0.29105747
6158,4.3462615,0.0,0.17466177,2.7945883,6.2878237,2.7945883,17.466177,0.75761366
6159,3.5019531,1.0,-0.31924474,-5.107916,-11.492811,-5.107916,-31.924475,0.100804806
6160,3.222483,1.0,-0.24624,-3.93984,-8.86464,-3.93984,-24.624,0.1623218
6161,2.765143,1.0,-0.15781075,-2.524972,-5.6811867,-2.524972,-15.781075,0.2639408
6162,1.8775911,1.0,-0.0042912266,-0.068659626,-0.15448415,-0.068659626,-0.42912266,0.4931525
6163,2.554423,1.0,-0.07507917,-1.2012668,-2.7028503,-1.2012668,-7.5079174,0.38196778
6164,4.826102,0.0,0.087467335,1.3994774,3.148824,1.3994774,8.746734,0.6367816
6165,1.8467108,1.0,-0.30085403,-4.8136644,-10.830745,-4.8136644,-30.085403,0.11440766
6166,2.142961,0.0,0.08885111,1.4216177,3.1986399,1.4216177,8.885111,0.63885665
6167,2.3679965,0.0,0.041333716,0.66133946,1.4880137,0.66133946,4.133372,0.56565976
6168,1.8653212,0.0,0.038622793,0.6179647,1.3904206,0.6179647,3.8622792,0.56138873
6169,4.47049,1.0,-0.4958547,-7.9336753,-17.850769,-7.9336753,-49.585472,0.023660302
6170,1.8802967,1.0,-0.020052414,-0.32083863,-0.72188693,-0.32083863,-2.0052414,0.46803522
6171,3.2897842,1.0,-0.15413107,-2.466097,-5.5487185,-2.466097,-15.413107,0.26877427
6172,2.9158413,1.0,-0.00927182,-0.14834912,-0.33378553,-0.14834912,-0.927182,0.48520768
6173,4.625218,0.0,0.15372677,2.4596283,5.534164,2.4596283,15.372677,0.7306919
6174,3.69668,0.0,0.18200764,2.9121222,6.552275,2.9121222,18.200764,0.76670253
6175,2.9215791,0.0,0.123676375,1.978822,4.4523497,1.978822,12.367638,0.68959594
6176,3.2842247,1.0,-0.09187842,-1.4700547,-3.3076231,-1.4700547,-9.187842,0.35661793
6177,3.3899364,0.0,0.09662123,1.5459397,3.4783642,1.5459397,9.662123,0.65043116
6178,1.6922894,1.0,-0.07608728,-1.2173965,-2.7391422,-1.2173965,-7.608728,0.38043094
